,name,unit_cogs
12993,DR O PROSZEK DO PIECZENIA  30G,0.37
12994,DR O SMIETAN FIX 9G,0.84
12995,FASOLA  PIEKNY JAS 400G KROS,2.08
12996,GALEO KMINEK 12 G,0.65
12997,GALEO LISC LAUROWY 5 G,0.65
12998,GALEO MAJERANEK 6 G,0.65
12999,GALEO PAPRYKA SLODKA 16 G,0.65
13000,GALEO PIEPRZ CZARNY MIELONY,0.89
13001,GALEO PRZYPRAWA DO GYROSA 20G,0.89
13002,GALEO PRZYPRAWA DO RYB CYTRYNA,0.88
13003,GALEO PRZYPRAWA DO TZATZIKI,0.91
13004,GALEO PRZYPRAWA DO ZIEMNIAKOW,0.88
13005,GALEO SODA OCZYSZCZONA 24 GG,0.52
13006,GALEO ZIELE ANGIELSKIE 12G,0.65
13007,GALEO ZIOLA PROWANSALSKIE 10GR,0.7
13008,KAMIS GRIL KIELBASKI 20 G,1.84
13009,KAMIS PAPRYKA SLODKA 20 G,1.13
13010,KAMIS PIEPRZ CZAR /MIELONY,1.33
13011,KAMIS PROSZEK DO PIECZENIA 30 G,0.26
13012,KAMIS PRZYPRAWA DO KURCZ/STAROPOLSKA,1.59
13013,KAMIS ROZMARYN 15 G,1.44
13014,KNOR ROSOL Z KURY 3LX6 KOSTKI,1.45
13015,KNORR CYNAMON Z WIETNAMU 15 G,1.29
13016,KNORR DELIKAT CZERWONY 200G,6.01
13017,KNORR FIX DO STROGONOFF,3.03
13018,KNORR KMIN RZYMSKI 15G,1.29
13019,KNORR KURKUMA Z INDI 20 G,1.765
13020,KNORR LISC LAUROWY Z TURCJI 5 G,1.29
13021,KNORR MIESZANKA WLOSKA,1.38
13022,KNORR PAPRYKA OSTRA Z HISZPANI,1.29
13023,KNORR PRZYPRAWA DO KURCZAKA,1.26666666666667
13024,KNORR PRZYPRAWA DO MIESA MIELONEGO 23 G,1.38
13025,KNORR ROSOL Z KURY Z LUBCZ.60G,2.53
13026,KNORR TYMIANEK Z POLSKI,1.29
13027,KREM DO TORTOW SMIETANA 100G CYKORIA,1.96
13028,MARCO-POLO JARZYNKA BEZ SOLI,2.4
13029,MARCO-POLO POMIDOR Z RUKOLA 30 G,2.4
13030,MARCO-POLO ZILA  KURCZAKA Z SOLA MOR. 35,1.6
13031,MIGDA?Y P?ATKI  60 G,4.13
13032,PRYMAT GALKA MUSZKATALOWA 10G,0.7
13033,PRYMAT GRILL KLASYCZNY,0.9
13034,PRYMAT GRILL PIKANTNT 20G,0.82
13035,PRYMAT OREGANO CALE 10 G,0.91
13036,PRYMAT PIETRUSZKA NATKA,0.99
13037,PRYMAT PRZYPRAWA DO KURCZAKA PIK,0.99
13038,PRYMAT TZATZIKI PIK.SOS CZOSNKOWY,0.82
13039,PRZYPRAWA DO GRILA GALEO 20G,0.84
13040,PRZYPRAWA DO KURCZ/WIEGIERSKU25G KAMIS,0.9
13041,PRZYPRAWA DO OGORKOW KONSERWOWYCH,0.99
13042,RODZYNKI 100GR SULTANSKIE HELIO,1.49
13043,SEKACZ KAKAOWY 32 G,0.76
13044,WIN MAGI W PLYNIE 200ML,1.89
13045,WIN ZIARENKA SMAKU 120G,1.65
13046,WIORKI KOKOSOWE  100 G KRESTO,1.84
15103,APETTITA CYNAMON 20 G,0.79
15104,APPETITA BAZYLIA  10G,0.99
15105,APPETITA CURRY 20 G,0.99
15106,APPETITA IMBIR MIELONY,0.99
15107,CUKIER WANILIOWY 32 G CYKORIA,0.39
15108,CUKIER WANILIOWY ZIOLOPEX,0.14
15109,CYKORIA KURKUMA 15 G,0.88
15110,CYKORIA PIEPRZ MIELONY 20 G,0.94
15111,CYKORIA PRZYPRAWA DO KWASZENIA OGOR.45 G,1.39
15112,DR O AROMAT WANILIA 9ML,1.14
15113,DR O PROSZEK DO PIECZENIA  30G,0.37
15114,DR O SMIETAN FIX 9G,0.84
15115,GALEO KMINEK 12 G,0.65
15116,GALEO LISC LAUROWY 5 G,0.616666666666667
15117,GALEO MAJERANEK 6 G,0.65
15118,GALEO PAPRYKA OSTRA 20G,0.62
15119,GALEO PAPRYKA SLODKA 16 G,0.65
15120,GALEO PIEPRZ CZARNY MIELONY,0.89
15121,GALEO PRZYPRAWA DO GYROSA 20G,0.89
